"sequence","prokka_descrip","max_annot_lvl","Preferred_name","Description","EC","KEGG_ko","CAZy","PFAMs","Preferred_name2","AMR_descrip","Class","Subclass","percent_ident"
"HEBPGAIP_02073","Elongation factor G","91061|Bacilli","fusA","Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome","-","ko:K02355","-","EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2",NA,NA,NA,NA,NA
"HEBPGAIP_02074","30S ribosomal protein S7","91061|Bacilli","rpsG","One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA","-","ko:K02992","-","Ribosomal_S7",NA,NA,NA,NA,NA
"HEBPGAIP_02075","30S ribosomal protein S12","91061|Bacilli","rpsL","Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit","-","ko:K02950","-","Ribosom_S12_S23",NA,NA,NA,NA,NA
"HEBPGAIP_02076","hypothetical protein","91061|Bacilli","comC","Bacterial Peptidase A24 N-terminal domain","3.4.23.43","ko:K02236","-","DiS_P_DiS,Peptidase_A24",NA,NA,NA,NA,NA
"HEBPGAIP_02077","DNA-directed RNA polymerase subunit beta'","91061|Bacilli","rpoC","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","2.7.7.6","ko:K03046","-","RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5",NA,NA,NA,NA,NA
"HEBPGAIP_02078","DNA-directed RNA polymerase subunit beta","91061|Bacilli","rpoB","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","2.7.7.6","ko:K03043","-","RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7",NA,NA,NA,NA,NA
"HEBPGAIP_02079","hypothetical protein","91061|Bacilli","-","Bacterial regulatory proteins, tetR family","-","-","-","TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_02080","ATP-dependent Clp protease ATP-binding subunit ClpC","91061|Bacilli","clpC","Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE","-","ko:K03696","-","AAA,AAA_2,ClpB_D2-small,Clp_N,UVR",NA,NA,NA,NA,NA
"HEBPGAIP_02081","Transcriptional regulator CtsR","91061|Bacilli","ctsR","Belongs to the CtsR family","-","ko:K03708","-","CtsR",NA,NA,NA,NA,NA
"HEBPGAIP_02082","tRNA-Pro(cgg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02083","tRNA-Pro(tgg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02084","tRNA-Arg(acg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02085","tRNA-Leu(taa)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02086","tRNA-Gly(gcc)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02087","tRNA-Thr(agt)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02088","tRNA-Leu(tag)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02089","tRNA-Val(tac)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02090","Serine--tRNA ligase","91061|Bacilli","serS","Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec)","6.1.1.11","ko:K01875","-","Seryl_tRNA_N,tRNA-synt_2b",NA,NA,NA,NA,NA
"HEBPGAIP_02091","Deoxyguanosine kinase","91061|Bacilli","dgk2","deoxynucleoside kinase","-","-","-","dNK",NA,NA,NA,NA,NA
"HEBPGAIP_02092","Lysine-specific permease","91061|Bacilli","lysP","amino acid","-","ko:K03293,ko:K11733","-","AA_permease",NA,NA,NA,NA,NA
"HEBPGAIP_02093","hypothetical protein","2|Bacteria","-","COG1670 acetyltransferases, including N-acetylases of ribosomal proteins","2.3.1.128","ko:K03790","-","Acetyltransf_3",NA,NA,NA,NA,NA
"HEBPGAIP_02094","Acetylxylan esterase","91061|Bacilli","-","alpha/beta hydrolase fold","-","-","-","Abhydrolase_3,Peptidase_S9",NA,NA,NA,NA,NA
"HEBPGAIP_02095","hypothetical protein","91061|Bacilli","-","phosphatase","-","-","-","PAP2",NA,NA,NA,NA,NA
"HEBPGAIP_02096","hypothetical protein","91061|Bacilli","-","Threonine/Serine exporter, ThrE","-","-","-","ThrE_2",NA,NA,NA,NA,NA
"HEBPGAIP_02097","hypothetical protein","91061|Bacilli","-","Putative threonine/serine exporter","-","-","-","ThrE",NA,NA,NA,NA,NA
"HEBPGAIP_02098","HTH-type transcriptional regulator MntR","91061|Bacilli","mntR","iron dependent repressor","-","ko:K03709","-","Fe_dep_repr_C,Fe_dep_repress,FeoA",NA,NA,NA,NA,NA
"HEBPGAIP_02099","Cadmium","91061|Bacilli","-","cation diffusion facilitator family transporter","-","ko:K16264","-","Cation_efflux,ZT_dimer",NA,NA,NA,NA,NA
"HEBPGAIP_02100","hypothetical protein","91061|Bacilli","-","Acetyltransferase (GNAT) domain","-","-","-","Acetyltransf_1",NA,NA,NA,NA,NA
"HEBPGAIP_02101","hypothetical protein","91061|Bacilli","-","MerR HTH family regulatory protein","-","-","-","MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_02102","Multidrug export protein EmrB","91061|Bacilli","ycnB","Belongs to the major facilitator superfamily","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_02103","hypothetical protein","91061|Bacilli","-","Domain of unknown function (DUF4811)","-","-","-","DUF4811",NA,NA,NA,NA,NA
"HEBPGAIP_02104","hypothetical protein","91061|Bacilli","-","MerR HTH family regulatory protein","-","-","-","MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_02105","Inner membrane protein YgaZ","91061|Bacilli","azlC","branched-chain amino acid","-","-","-","AzlC",NA,NA,NA,NA,NA
"HEBPGAIP_02106","hypothetical protein","91061|Bacilli","azlD","Branched-chain amino acid transport protein (AzlD)","-","-","-","AzlD",NA,NA,NA,NA,NA
"HEBPGAIP_02107","Uracil permease","91061|Bacilli","pyrP","Permease","-","ko:K02824","-","Xan_ur_permease",NA,NA,NA,NA,NA
"HEBPGAIP_02108","Enterobactin exporter EntS","91061|Bacilli","-","Transmembrane secretion effector","-","-","-","MFS_1,MFS_3",NA,NA,NA,NA,NA
"HEBPGAIP_02109","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02110","Spermidine/spermine N(1)-acetyltransferase","91061|Bacilli","paiA","Acetyltransferase (GNAT) domain","2.3.1.57","ko:K22441","-","Acetyltransf_1,Acetyltransf_10",NA,NA,NA,NA,NA
"HEBPGAIP_02111","hypothetical protein","1239|Firmicutes","nimA","resistance protein","-","ko:K07005","-","Pyridox_ox_2",NA,NA,NA,NA,NA
"HEBPGAIP_02112","hypothetical protein","91061|Bacilli","-","acetyltransferase","-","ko:K06977","-","Acetyltransf_1",NA,NA,NA,NA,NA
"HEBPGAIP_02113","hypothetical protein","91061|Bacilli","yejC","Protein of unknown function (DUF1003)","-","-","-","DUF1003",NA,NA,NA,NA,NA
"HEBPGAIP_02114","Ribosomal large subunit pseudouridine synthase D","91061|Bacilli","yjbO","Responsible for synthesis of pseudouridine from uracil","5.4.99.23","ko:K06180","-","PseudoU_synth_2",NA,NA,NA,NA,NA
"HEBPGAIP_02115","hypothetical protein","91061|Bacilli","-","Glycine cleavage H-protein","-","ko:K02437","-","GCV_H",NA,NA,NA,NA,NA
"HEBPGAIP_02116","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02117","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02118","Maltose O-acetyltransferase","91061|Bacilli","maa","Maltose O-acetyltransferase","2.3.1.79","ko:K00661","-","CM_2,Hexapep,Hexapep_2,Mac",NA,NA,NA,NA,NA
"HEBPGAIP_02119","L-arabinose isomerase","91061|Bacilli","araA","Catalyzes the conversion of L-arabinose to L-ribulose","5.3.1.4","ko:K01804","-","Arabinose_Iso_C,Arabinose_Isome",NA,NA,NA,NA,NA
"HEBPGAIP_02120","L-ribulose-5-phosphate 4-epimerase","91061|Bacilli","araD","links the arabinose metabolic pathway to the pentose phosphate pathway and allows the bacteria to use arabinose as an energy source","5.1.3.4","ko:K03077","-","Aldolase_II",NA,NA,NA,NA,NA
"HEBPGAIP_02121","Xylulose kinase","91061|Bacilli","araB","carbohydrate kinase FGGY","2.7.1.16","ko:K00853","-","FGGY_C,FGGY_N",NA,NA,NA,NA,NA
"HEBPGAIP_02122","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02123","HTH-type transcriptional activator Btr","91061|Bacilli","-","helix_turn_helix, arabinose operon control protein","-","-","-","AraC_binding,HTH_18",NA,NA,NA,NA,NA
"HEBPGAIP_02124","Isoprimeverose transporter","91061|Bacilli","-","symporter","-","-","-","MFS_2",NA,NA,NA,NA,NA
"HEBPGAIP_02125","HTH-type transcriptional activator RhaR","2|Bacteria","-","sequence-specific DNA binding","-","-","-","AraC_binding,HTH_18,HTH_AraC",NA,NA,NA,NA,NA
"HEBPGAIP_02126","Non-reducing end beta-L-arabinofuranosidase","91061|Bacilli","-","Beta-L-arabinofuranosidase, GH127","-","ko:K09955","-","Glyco_hydro_127",NA,NA,NA,NA,NA
"HEBPGAIP_02127","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02128","Isoprimeverose transporter","91061|Bacilli","melB","symporter","-","-","-","MFS_2",NA,NA,NA,NA,NA
"HEBPGAIP_02129","Arabinose metabolism transcriptional repressor","91061|Bacilli","araR","Transcriptional regulator","-","ko:K02103","-","GntR,Peripla_BP_3",NA,NA,NA,NA,NA
"HEBPGAIP_02130","hypothetical protein","91061|Bacilli","-","transcriptional regulator, ArsR family","-","-","-","HTH_20,HTH_5",NA,NA,NA,NA,NA
"HEBPGAIP_02131","Extracellular exo-alpha-(1-5)-L-arabinofuranosidase","91061|Bacilli","abf","Belongs to the glycosyl hydrolase 43 family","-","-","-","Glyco_hydro_43",NA,NA,NA,NA,NA
"HEBPGAIP_02132","Raffinose permease","91061|Bacilli","lacY","Oligosaccharide H symporter","-","ko:K02532","-","LacY_symp",NA,NA,NA,NA,NA
"HEBPGAIP_02133","Intracellular exo-alpha-(1-5)-L-arabinofuranosidase","91061|Bacilli","abfA","Alpha-L-arabinofuranosidase C-terminus","3.2.1.55","ko:K01209","GH51","Alpha-L-AF_C",NA,NA,NA,NA,NA
"HEBPGAIP_02134","ATP-dependent DNA helicase RecQ","91061|Bacilli","recQ","ATP-dependent DNA helicase RecQ","3.6.4.12","ko:K03654","-","DEAD,HRDC,Helicase_C,RQC,RecQ_Zn_bind",NA,NA,NA,NA,NA
"HEBPGAIP_02135","Putative HTH-type transcriptional regulator YwnA","91061|Bacilli","-","Transcriptional regulator","-","-","-","Rrf2",NA,NA,NA,NA,NA
"HEBPGAIP_02136","hypothetical protein","91061|Bacilli","-","NADP oxidoreductase coenzyme F420-dependent","1.5.1.40","ko:K06988","-","F420_oxidored",NA,NA,NA,NA,NA
"HEBPGAIP_02137","Dipeptidase A","91061|Bacilli","pepDA","Dipeptidase","-","ko:K08659","-","Peptidase_C69",NA,NA,NA,NA,NA
"HEBPGAIP_02138","Arginine/ornithine antiporter ArcD1","91061|Bacilli","arcD","Arginine ornithine antiporter","-","ko:K03758","-","AA_permease_2",NA,NA,NA,NA,NA
"HEBPGAIP_02139","Aminopeptidase N","91061|Bacilli","pepN","aminopeptidase","3.4.11.2","ko:K01256","-","ERAP1_C,Peptidase_M1",NA,NA,NA,NA,NA
"HEBPGAIP_02140","hypothetical protein","91061|Bacilli","-","Iron-sulphur cluster biosynthesis","-","-","-","Fe-S_biosyn",NA,NA,NA,NA,NA
"HEBPGAIP_02141","Alpha-galactosidase AgaA","91061|Bacilli","rafA","alpha-galactosidase","3.2.1.22","ko:K07407","-","Glyco_hydro_36C,Glyco_hydro_36N,Melibiase",NA,NA,NA,NA,NA
"HEBPGAIP_02142","hypothetical protein","91061|Bacilli","-","Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02143","GMP synthase [glutamine-hydrolyzing]","91061|Bacilli","guaA","Catalyzes the synthesis of GMP from XMP","6.3.5.2","ko:K01951","-","GATase,GMP_synt_C,NAD_synthase",NA,NA,NA,NA,NA
"HEBPGAIP_02144","hypothetical protein","91061|Bacilli","-","acetyltransferase","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02145","Pantothenate kinase","91061|Bacilli","coaA","Pantothenic acid kinase","2.7.1.33","ko:K00867","-","PRK",NA,NA,NA,NA,NA
"HEBPGAIP_02146","DNA helicase IV","91061|Bacilli","helD","DNA helicase","3.6.4.12","ko:K03657","-","AAA_19,UvrD-helicase,UvrD_C,UvrD_C_2",NA,NA,NA,NA,NA
"HEBPGAIP_02147","hypothetical protein","91061|Bacilli","yjbQ","TrkA C-terminal domain protein","-","ko:K03455,ko:K03499","-","Na_H_Exchanger,TrkA_C,TrkA_N",NA,NA,NA,NA,NA
"HEBPGAIP_02148","2","91061|Bacilli","pgm3","phosphoglycerate mutase","-","-","-","His_Phos_1",NA,NA,NA,NA,NA
"HEBPGAIP_02149","Oligopeptide transport ATP-binding protein OppF","91061|Bacilli","oppF","Belongs to the ABC transporter superfamily","-","ko:K10823","-","ABC_tran,oligo_HPY",NA,NA,NA,NA,NA
"HEBPGAIP_02150","Oligopeptide transport ATP-binding protein OppD","91061|Bacilli","oppD","Belongs to the ABC transporter superfamily","-","ko:K02031,ko:K15583","-","ABC_tran,oligo_HPY",NA,NA,NA,NA,NA
"HEBPGAIP_02151","Dipeptide transport system permease protein DppC","91061|Bacilli","oppC","ABC-type dipeptide oligopeptide nickel transport systems, permease components","-","ko:K15582","-","BPD_transp_1,OppC_N",NA,NA,NA,NA,NA
"HEBPGAIP_02152","Oligopeptide transport system permease protein OppB","91061|Bacilli","oppB","ABC-type dipeptide oligopeptide nickel transport systems, permease components","-","ko:K15581","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_02153","Dipeptide-binding protein DppE","91061|Bacilli","oppA","ABC transporter, substratebinding protein","-","ko:K02035,ko:K15580","-","SBP_bac_5",NA,NA,NA,NA,NA
"HEBPGAIP_02154","Dipeptide-binding protein DppE","91061|Bacilli","oppA","ABC transporter, substratebinding protein","-","ko:K02035,ko:K15580","-","SBP_bac_5",NA,NA,NA,NA,NA
"HEBPGAIP_02155","GTPase HflX","91061|Bacilli","hflX","GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis","-","ko:K03665","-","GTP-bdg_M,GTP-bdg_N,MMR_HSR1",NA,NA,NA,NA,NA
"HEBPGAIP_02156","putative glutamine ABC transporter permease protein GlnP","91061|Bacilli","glnP","ABC transporter permease","-","ko:K10040","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_02157","putative glutamine ABC transporter permease protein GlnM","91061|Bacilli","glnM","ABC transporter permease","-","ko:K10040","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_02158","ABC transporter glutamine-binding protein GlnH","91061|Bacilli","glnH","ABC transporter substrate-binding protein","-","ko:K10039","-","SBP_bac_3",NA,NA,NA,NA,NA
"HEBPGAIP_02159","Glutamine transport ATP-binding protein GlnQ","91061|Bacilli","glnQ","ABC transporter, ATP-binding protein","-","ko:K10041","-","ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_02160","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02161","hypothetical protein","91061|Bacilli","-","-","3.2.1.14","ko:K01183","GH18","-",NA,NA,NA,NA,NA
"HEBPGAIP_02162","Zinc-specific metallo-regulatory protein","91061|Bacilli","zur","Belongs to the Fur family","-","ko:K02076,ko:K03711","-","FUR",NA,NA,NA,NA,NA
"HEBPGAIP_02163","Guanylate kinase","91061|Bacilli","gmk2","Guanylate kinase","2.7.4.8","ko:K00942","-","Guanylate_kin",NA,NA,NA,NA,NA
"HEBPGAIP_02164","hypothetical protein","91061|Bacilli","apfA","Nudix hydrolase","3.6.1.61","ko:K18445","-","NUDIX",NA,NA,NA,NA,NA
"HEBPGAIP_02165","putative amino acid permease YhdG","91061|Bacilli","yhdG","Amino Acid","-","ko:K03294","-","AA_permease_2",NA,NA,NA,NA,NA
"HEBPGAIP_02166","Xaa-Pro dipeptidyl-peptidase","91061|Bacilli","pepX","Removes N-terminal dipeptides sequentially from polypeptides having unsubstituted N-termini provided that the penultimate residue is proline","3.4.14.11","ko:K01281","-","PepX_C,PepX_N,Peptidase_S15",NA,NA,NA,NA,NA
"HEBPGAIP_02167","Proline iminopeptidase","91061|Bacilli","-","Releases the N-terminal proline from various substrates","3.4.11.5","ko:K01259","-","Abhydrolase_1",NA,NA,NA,NA,NA
"HEBPGAIP_02168","Putative L","91061|Bacilli","yciB","ErfK YbiS YcfS YnhG","-","-","-","YkuD",NA,NA,NA,NA,NA
"HEBPGAIP_02169","Energy-dependent translational throttle protein EttA","91061|Bacilli","-","ABC transporter, ATP-binding protein","-","-","-","ABC_tran,ABC_tran_Xtn",NA,NA,NA,NA,NA
"HEBPGAIP_02170","Virulence protein","91061|Bacilli","-","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily","-","-","-","Glyoxalase,NUDIX",NA,NA,NA,NA,NA
"HEBPGAIP_02171","hypothetical protein","91061|Bacilli","XK27_07075","CAAX protease self-immunity","-","ko:K07052","-","Abi",NA,NA,NA,NA,NA
"HEBPGAIP_02172","ABC transporter ATP-binding protein YxdL","91061|Bacilli","-","ATPases associated with a variety of cellular activities","-","ko:K05833","-","ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_02173","hypothetical protein","91061|Bacilli","WQ51_06230","Belongs to the binding-protein-dependent transport system permease family","-","ko:K05832","-","BPD_transp_2",NA,NA,NA,NA,NA
"HEBPGAIP_02174","hypothetical protein","91061|Bacilli","XK27_00670","ABC transporter","-","ko:K01989","-","ABC_sub_bind",NA,NA,NA,NA,NA
"HEBPGAIP_02175","Protein DegV","91061|Bacilli","-","Uncharacterised protein, DegV family COG1307","-","-","-","DegV",NA,NA,NA,NA,NA
"HEBPGAIP_02176","hypothetical protein","91061|Bacilli","ABC-SBP","ABC transporter","-","ko:K01989","-","ABC_sub_bind",NA,NA,NA,NA,NA
"HEBPGAIP_02177","hypothetical protein","91061|Bacilli","XK27_08840","Belongs to the binding-protein-dependent transport system permease family","-","ko:K05832","-","BPD_transp_2",NA,NA,NA,NA,NA
"HEBPGAIP_02178","Thiamine import ATP-binding protein ThiQ","91061|Bacilli","XK27_08845","ABC transporter, ATP-binding protein","-","ko:K05833","-","ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_02179","hypothetical protein","91061|Bacilli","-","WxL domain surface cell wall-binding","-","-","-","WxL",NA,NA,NA,NA,NA
"HEBPGAIP_02180","hypothetical protein","91061|Bacilli","-","WxL domain surface cell wall-binding","-","-","-","WxL",NA,NA,NA,NA,NA
"HEBPGAIP_02181","hypothetical protein","91061|Bacilli","-","Fn3-like domain","-","-","-","DUF3324,DUF916",NA,NA,NA,NA,NA
"HEBPGAIP_02182","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02183","hypothetical protein","91061|Bacilli","-","-","-","-","-","WxL",NA,NA,NA,NA,NA
"HEBPGAIP_02184","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02185","2-hydroxy-3-oxopropionate reductase","91061|Bacilli","glxR","Dehydrogenase","1.1.1.31","ko:K00020","-","NAD_binding_11,NAD_binding_2",NA,NA,NA,NA,NA
"HEBPGAIP_02186","hypothetical protein","91061|Bacilli","-","integral membrane protein, YkoY family","-","-","-","TerC",NA,NA,NA,NA,NA
"HEBPGAIP_02187","Putative D-alanyl-D-alanine carboxypeptidase","91061|Bacilli","-","SH3-like domain","3.4.16.4","ko:K01286","-","Beta-lactamase,SH3_8",NA,NA,NA,NA,NA
"HEBPGAIP_02188","hypothetical protein","91061|Bacilli","acmA","mannosyl-glycoprotein","-","-","-","Glucosaminidase",NA,NA,NA,NA,NA
"HEBPGAIP_02189","hypothetical protein","91061|Bacilli","-","DUF218 domain","-","-","-","DUF218",NA,NA,NA,NA,NA
"HEBPGAIP_02190","putative protein YxeI","91061|Bacilli","-","Linear amide C-N hydrolase, choloylglycine hydrolase family protein","3.5.1.24","ko:K01442","-","CBAH",NA,NA,NA,NA,NA
"HEBPGAIP_02191","Diacetyl reductase [(S)-acetoin forming]","91061|Bacilli","-","reductase","1.1.1.304,1.1.1.76","ko:K03366","-","adh_short,adh_short_C2",NA,NA,NA,NA,NA
"HEBPGAIP_02192","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02193","Putative membrane protein YdgH","91061|Bacilli","ydgH","MMPL family","-","ko:K06994","-","MMPL",NA,NA,NA,NA,NA
"HEBPGAIP_02194","Riboflavin transporter RibZ","91061|Bacilli","ydiC1","Major Facilitator","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_02195","hypothetical protein","91061|Bacilli","-","Transcriptional regulator PadR-like family","-","-","-","PadR",NA,NA,NA,NA,NA
"HEBPGAIP_02196","hypothetical protein","91061|Bacilli","-","MerR family regulatory protein","-","-","-","MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_02197","hypothetical protein","91061|Bacilli","lytE","NlpC P60 family","-","ko:K21471","-","LysM,NLPC_P60,SH3_3",NA,NA,NA,NA,NA
"HEBPGAIP_02198","Acetyltransferase","2|Bacteria","yyaT","protein acetylation","-","ko:K02348","-","Acetyltransf_10",NA,NA,NA,NA,NA
"HEBPGAIP_02199","2","91061|Bacilli","pgm3","phosphoglycerate mutase family","-","-","-","His_Phos_1",NA,NA,NA,NA,NA
"HEBPGAIP_02200","Lipoteichoic acid synthase 1","91061|Bacilli","ltaS","Phosphoglycerol transferase and related proteins, alkaline phosphatase superfamily","2.7.8.20","ko:K19005","-","Sulfatase",NA,NA,NA,NA,NA
"HEBPGAIP_02201","Ferredoxin--NADP reductase 2","91061|Bacilli","yumC","Ferredoxin--NADP reductase","1.18.1.2,1.19.1.1","ko:K21567","-","Pyr_redox_2",NA,NA,NA,NA,NA
"HEBPGAIP_02202","hypothetical protein","91061|Bacilli","-","Alpha/beta hydrolase of unknown function (DUF915)","-","-","-","DUF915",NA,NA,NA,NA,NA
"HEBPGAIP_02203","hypothetical protein","91061|Bacilli","-","Protease prsW family","-","-","-","PrsW-protease",NA,NA,NA,NA,NA
"HEBPGAIP_02204","Pyrimidine-specific ribonucleoside hydrolase RihA","91061|Bacilli","iunH1","nucleoside hydrolase","3.2.2.1","ko:K01239","-","IU_nuc_hydro",NA,NA,NA,NA,NA
"HEBPGAIP_02205","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02206","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02207","Sugar phosphatase YidA","91061|Bacilli","-","Sucrose-6F-phosphate phosphohydrolase","-","-","-","Hydrolase_3",NA,NA,NA,NA,NA
"HEBPGAIP_02208","hypothetical protein","91061|Bacilli","-","Alpha/beta hydrolase of unknown function (DUF915)","-","-","-","DUF915",NA,NA,NA,NA,NA
"HEBPGAIP_02209","PTS system N","91061|Bacilli","-","The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane","-","ko:K02761","-","PTS_EIIC",NA,NA,NA,NA,NA
"HEBPGAIP_02210","Sugar phosphatase YbiV","91061|Bacilli","-","Sucrose-6F-phosphate phosphohydrolase","3.1.3.102,3.1.3.104","ko:K20861","-","Hydrolase_3",NA,NA,NA,NA,NA
"HEBPGAIP_02211","hypothetical protein","91061|Bacilli","-","Uncharacterized protein conserved in bacteria (DUF2087)","-","-","-","DUF2087,GerE",NA,NA,NA,NA,NA
"HEBPGAIP_02212","hypothetical protein","91061|Bacilli","-","LuxR family transcriptional regulator","-","-","-","DUF2087,GIY-YIG",NA,NA,NA,NA,NA
"HEBPGAIP_02213","Chloramphenicol acetyltransferase","91061|Bacilli","cat","Chloramphenicol acetyltransferase","2.3.1.28","ko:K19271","-","CAT",NA,NA,NA,NA,NA
"HEBPGAIP_02214","hypothetical protein","91061|Bacilli","-","Belongs to the peptidase S11 family","3.4.16.4","ko:K07258","-","Peptidase_S11",NA,NA,NA,NA,NA
"HEBPGAIP_02215","D-alanyl-D-alanine carboxypeptidase DacA","91061|Bacilli","-","Belongs to the peptidase S11 family","3.4.16.4","ko:K07258","-","Peptidase_S11",NA,NA,NA,NA,NA
"HEBPGAIP_02216","Putative HMP/thiamine permease protein YkoE","91061|Bacilli","-","ABC transporter permease","-","ko:K16925","-","ABC_cobalt",NA,NA,NA,NA,NA
"HEBPGAIP_02217","Putative HMP/thiamine import ATP-binding protein YkoD","91061|Bacilli","-","ABC transporter","-","ko:K16786,ko:K16787","-","ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_02218","Putative HMP/thiamine permease protein YkoC","91061|Bacilli","-","Cobalt transport protein","-","ko:K16785","-","CbiQ",NA,NA,NA,NA,NA
"HEBPGAIP_02219","Aminopyrimidine aminohydrolase","91061|Bacilli","tenA","Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway","3.5.99.2","ko:K03707","-","TENA_THI-4",NA,NA,NA,NA,NA
"HEBPGAIP_02220","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02221","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02222","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02223","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02224","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
